cell_id,DateTime,KWH/hh (per half hour) ,site_id,region
MAC000073,"23:00:00 13,30,10",0.039,D,A
MAC000073,"23:30:00 13,30,10",0.026,D,A
MAC000073,"00:00:00 13,31,10",0.04,D,A
MAC000073,"00:30:00 13,31,10",0.037,D,A
MAC000073,"01:00:00 13,31,10",0.054,D,A
MAC000073,"01:30:00 13,31,10",0.039,D,A
MAC000073,"02:00:00 13,31,10",0.047,D,A
MAC000073,"02:30:00 13,31,10",0.024,D,A
MAC000073,"03:00:00 13,31,10",0.042,D,A
MAC000073,"03:30:00 13,31,10",0.048,D,A
MAC000073,"04:00:00 13,31,10",0.043,D,A
MAC000073,"04:30:00 13,31,10",0.031,D,A
MAC000073,"05:00:00 13,31,10",0.034,D,A
MAC000073,"05:30:00 13,31,10",0.035,D,A
MAC000073,"06:00:00 13,31,10",0.029,D,A
MAC000073,"06:30:00 13,31,10",0.04,D,A
MAC000073,"07:00:00 13,31,10",0.024,D,A
MAC000073,"07:30:00 13,31,10",0.04,D,A
MAC000073,"08:00:00 13,31,10",0.024,D,A
MAC000073,"08:30:00 13,31,10",0.051,D,A
MAC000073,"09:00:00 13,31,10",0.081,D,A
MAC000073,"09:30:00 13,31,10",0.049,D,A
MAC000073,"10:00:00 13,31,10",0.031,D,A
MAC000073,"10:30:00 13,31,10",0.047,D,A
MAC000073,"11:00:00 13,31,10",0.036,D,A
MAC000073,"11:30:00 13,31,10",0.043,D,A
MAC000073,"12:00:00 13,31,10",0.04,D,A
MAC000073,"12:30:00 13,31,10",0.039,D,A
MAC000073,"13:00:00 13,31,10",0.045,D,A
MAC000073,"13:30:00 13,31,10",0.033,D,A
MAC000073,"14:00:00 13,31,10",0.048,D,A
MAC000073,"14:30:00 13,31,10",0.031,D,A
MAC000073,"15:00:00 13,31,10",0.048,D,A
MAC000073,"15:30:00 13,31,10",0.031,D,A
MAC000073,"16:00:00 13,31,10",0.048,D,A
MAC000073,"16:30:00 13,31,10",0.031,D,A
MAC000073,"17:00:00 13,31,10",0.047,D,A
MAC000073,"17:30:00 13,31,10",0.031,D,A
MAC000073,"18:00:00 13,31,10",0.097,D,A
MAC000073,"18:30:00 13,31,10",0.078,D,A
MAC000073,"19:00:00 13,31,10",0.105,D,A
MAC000073,"19:30:00 13,31,10",0.039,D,A
MAC000073,"20:00:00 13,31,10",0.04,D,A
MAC000073,"20:30:00 13,31,10",0.043,D,A
MAC000073,"21:00:00 13,31,10",0.063,D,A
MAC000073,"21:30:00 13,31,10",0.086,D,A
MAC000073,"22:00:00 13,31,10",0.062,D,A
MAC000073,"22:30:00 13,31,10",0.092,D,A
MAC000073,"23:00:00 13,31,10",0.067,D,A
MAC000073,"23:30:00 13,31,10",0.093,D,A
MAC000073,"00:00:00 13,01,11",0.081,D,A
MAC000073,"00:30:00 13,01,11",0.037,D,A
MAC000073,"01:00:00 13,01,11",0.035,D,A
MAC000073,"01:30:00 13,01,11",0.031,D,A
MAC000073,"02:00:00 13,01,11",0.04,D,A
MAC000073,"02:30:00 13,01,11",0.028,D,A
MAC000073,"03:00:00 13,01,11",0.042,D,A
MAC000073,"03:30:00 13,01,11",0.025,D,A
MAC000073,"04:00:00 13,01,11",0.041,D,A
MAC000073,"04:30:00 13,01,11",0.024,D,A
MAC000073,"05:00:00 13,01,11",0.042,D,A
MAC000073,"05:30:00 13,01,11",0.024,D,A
MAC000073,"06:00:00 13,01,11",0.042,D,A
MAC000073,"06:30:00 13,01,11",0.025,D,A
MAC000073,"07:00:00 13,01,11",0.041,D,A
MAC000073,"07:30:00 13,01,11",0.029,D,A
MAC000073,"08:00:00 13,01,11",0.037,D,A
MAC000073,"08:30:00 13,01,11",0.032,D,A
MAC000073,"09:00:00 13,01,11",0.112,D,A
MAC000073,"09:30:00 13,01,11",0.42,D,A
MAC000073,"10:00:00 13,01,11",0.164,D,A
MAC000073,"10:30:00 13,01,11",0.128,D,A
MAC000073,"11:00:00 13,01,11",0.107,D,A
MAC000073,"11:30:00 13,01,11",0.047,D,A
MAC000073,"12:00:00 13,01,11",0.031,D,A
MAC000073,"12:30:00 13,01,11",0.047,D,A
MAC000073,"13:00:00 13,01,11",0.031,D,A
MAC000073,"13:30:00 13,01,11",0.048,D,A
MAC000073,"14:00:00 13,01,11",0.031,D,A
MAC000073,"14:30:00 13,01,11",0.047,D,A
MAC000073,"15:00:00 13,01,11",0.036,D,A
MAC000073,"15:30:00 13,01,11",0.042,D,A
MAC000073,"16:00:00 13,01,11",0.041,D,A
MAC000073,"16:30:00 13,01,11",0.038,D,A
MAC000073,"17:00:00 13,01,11",0.045,D,A
MAC000073,"17:30:00 13,01,11",0.033,D,A
MAC000073,"18:00:00 13,01,11",0.047,D,A
MAC000073,"18:30:00 13,01,11",0.035,D,A
MAC000073,"19:00:00 13,01,11",0.114,D,A
MAC000073,"19:30:00 13,01,11",0.096,D,A
MAC000073,"20:00:00 13,01,11",0.114,D,A
MAC000073,"20:30:00 13,01,11",0.073,D,A
MAC000073,"21:00:00 13,01,11",0.048,D,A
MAC000073,"21:30:00 13,01,11",0.08,D,A
MAC000073,"22:00:00 13,01,11",0.15,D,A
MAC000073,"22:30:00 13,01,11",0.102,D,A
MAC000073,"23:00:00 13,01,11",0.128,D,A
MAC000073,"23:30:00 13,01,11",0.312,D,A
MAC000073,"00:00:00 13,02,11",1.294,D,A
MAC000073,"00:30:00 13,02,11",1.09,D,A
MAC000073,"01:00:00 13,02,11",0.257,D,A
MAC000073,"01:30:00 13,02,11",0.044,D,A
MAC000073,"02:00:00 13,02,11",0.024,D,A
MAC000073,"02:30:00 13,02,11",0.043,D,A
MAC000073,"03:00:00 13,02,11",0.024,D,A
MAC000073,"03:30:00 13,02,11",0.042,D,A
MAC000073,"04:00:00 13,02,11",0.025,D,A
MAC000073,"04:30:00 13,02,11",0.042,D,A
MAC000073,"05:00:00 13,02,11",0.028,D,A
MAC000073,"05:30:00 13,02,11",0.039,D,A
MAC000073,"06:00:00 13,02,11",0.031,D,A
MAC000073,"06:30:00 13,02,11",0.035,D,A
MAC000073,"07:00:00 13,02,11",0.035,D,A
MAC000073,"07:30:00 13,02,11",0.313,D,A
MAC000073,"08:00:00 13,02,11",0.045,D,A
MAC000073,"08:30:00 13,02,11",0.034,D,A
MAC000073,"09:00:00 13,02,11",0.048,D,A
MAC000073,"09:30:00 13,02,11",0.031,D,A
MAC000073,"10:00:00 13,02,11",0.049,D,A
MAC000073,"10:30:00 13,02,11",0.03,D,A
MAC000073,"11:00:00 13,02,11",0.048,D,A
MAC000073,"11:30:00 13,02,11",0.031,D,A
MAC000073,"12:00:00 13,02,11",0.048,D,A
MAC000073,"12:30:00 13,02,11",0.031,D,A
MAC000073,"13:00:00 13,02,11",0.048,D,A
MAC000073,"13:30:00 13,02,11",0.033,D,A
MAC000073,"14:00:00 13,02,11",0.047,D,A
MAC000073,"14:30:00 13,02,11",0.036,D,A
MAC000073,"15:00:00 13,02,11",0.043,D,A
MAC000073,"15:30:00 13,02,11",0.04,D,A
MAC000073,"16:00:00 13,02,11",0.039,D,A
MAC000073,"16:30:00 13,02,11",0.044,D,A
MAC000073,"17:00:00 13,02,11",0.035,D,A
MAC000073,"17:30:00 13,02,11",0.047,D,A
MAC000073,"18:00:00 13,02,11",0.035,D,A
MAC000073,"18:30:00 13,02,11",0.112,D,A
MAC000073,"19:00:00 13,02,11",0.095,D,A
MAC000073,"19:30:00 13,02,11",0.112,D,A
MAC000073,"20:00:00 13,02,11",0.095,D,A
MAC000073,"20:30:00 13,02,11",0.113,D,A
MAC000073,"21:00:00 13,02,11",0.096,D,A
MAC000073,"21:30:00 13,02,11",0.114,D,A
MAC000073,"22:00:00 13,02,11",0.058,D,A
MAC000073,"22:30:00 13,02,11",0.048,D,A
MAC000073,"23:00:00 13,02,11",0.031,D,A
MAC000073,"23:30:00 13,02,11",0.048,D,A
MAC000073,"00:00:00 13,03,11",0.034,D,A
MAC000073,"00:30:00 13,03,11",0.045,D,A
MAC000073,"01:00:00 13,03,11",0.038,D,A
MAC000073,"01:30:00 13,03,11",0.042,D,A
MAC000073,"02:00:00 13,03,11",0.04,D,A
MAC000073,"02:30:00 13,03,11",0.039,D,A
MAC000073,"03:00:00 13,03,11",0.043,D,A
MAC000073,"03:30:00 13,03,11",0.036,D,A
MAC000073,"04:00:00 13,03,11",0.047,D,A
MAC000073,"04:30:00 13,03,11",0.033,D,A
MAC000073,"05:00:00 13,03,11",0.048,D,A
MAC000073,"05:30:00 13,03,11",0.031,D,A
MAC000073,"06:00:00 13,03,11",0.048,D,A
MAC000073,"06:30:00 13,03,11",0.032,D,A
MAC000073,"07:00:00 13,03,11",0.048,D,A
MAC000073,"07:30:00 13,03,11",0.031,D,A
MAC000073,"08:00:00 13,03,11",0.048,D,A
MAC000073,"08:30:00 13,03,11",0.031,D,A
MAC000073,"09:00:00 13,03,11",0.048,D,A
MAC000073,"09:30:00 13,03,11",0.031,D,A
MAC000073,"10:00:00 13,03,11",0.048,D,A
MAC000073,"10:30:00 13,03,11",0.031,D,A
MAC000073,"11:00:00 13,03,11",0.048,D,A
MAC000073,"11:30:00 13,03,11",0.03,D,A
MAC000073,"12:00:00 13,03,11",0.048,D,A
MAC000073,"12:30:00 13,03,11",0.031,D,A
MAC000073,"13:00:00 13,03,11",0.047,D,A
MAC000073,"13:30:00 13,03,11",0.033,D,A
MAC000073,"14:00:00 13,03,11",0.046,D,A
MAC000073,"14:30:00 13,03,11",0.036,D,A
MAC000073,"15:00:00 13,03,11",0.043,D,A
MAC000073,"15:30:00 13,03,11",0.039,D,A
MAC000073,"16:00:00 13,03,11",0.039,D,A
MAC000073,"16:30:00 13,03,11",0.042,D,A
MAC000073,"17:00:00 13,03,11",0.036,D,A
MAC000073,"17:30:00 13,03,11",0.091,D,A
MAC000073,"18:00:00 13,03,11",0.033,D,A
MAC000073,"18:30:00 13,03,11",0.047,D,A
MAC000073,"19:00:00 13,03,11",0.03,D,A
MAC000073,"19:30:00 13,03,11",0.047,D,A
MAC000073,"20:00:00 13,03,11",0.03,D,A
MAC000073,"20:30:00 13,03,11",0.047,D,A
MAC000073,"21:00:00 13,03,11",0.031,D,A
MAC000073,"21:30:00 13,03,11",0.048,D,A
MAC000073,"22:00:00 13,03,11",0.03,D,A
MAC000073,"22:30:00 13,03,11",0.065,D,A
MAC000073,"23:00:00 13,03,11",0.151,D,A
MAC000073,"00:00:00 13,04,11",0.059,D,A
MAC000073,"00:30:00 13,04,11",0.072,D,A
MAC000073,"01:00:00 13,04,11",0.079,D,A
MAC000073,"01:30:00 13,04,11",0.07,D,A
MAC000073,"02:00:00 13,04,11",0.081,D,A
MAC000073,"02:30:00 13,04,11",0.055,D,A
MAC000073,"03:00:00 13,04,11",0.073,D,A
MAC000073,"03:30:00 13,04,11",0.054,D,A
MAC000073,"04:00:00 13,04,11",0.061,D,A
MAC000073,"04:30:00 13,04,11",0.04,D,A
MAC000073,"05:00:00 13,04,11",0.065,D,A
MAC000073,"05:30:00 13,04,11",0.044,D,A
MAC000073,"06:00:00 13,04,11",0.058,D,A
MAC000073,"06:30:00 13,04,11",0.045,D,A
MAC000073,"07:00:00 13,04,11",0.063,D,A
MAC000073,"07:30:00 13,04,11",0.04,D,A
MAC000073,"08:00:00 13,04,11",0.061,D,A
MAC000073,"08:30:00 13,04,11",0.056,D,A
MAC000073,"09:00:00 13,04,11",0.103,D,A
MAC000073,"09:30:00 13,04,11",0.031,D,A
MAC000073,"10:00:00 13,04,11",0.038,D,A
MAC000073,"10:30:00 13,04,11",0.03,D,A
MAC000073,"11:00:00 13,04,11",0.036,D,A
MAC000073,"11:30:00 13,04,11",0.031,D,A
MAC000073,"12:00:00 13,04,11",0.034,D,A
MAC000073,"12:30:00 13,04,11",0.034,D,A
MAC000073,"13:00:00 13,04,11",0.031,D,A
MAC000073,"13:30:00 13,04,11",0.036,D,A
MAC000073,"14:00:00 13,04,11",0.029,D,A
MAC000073,"14:30:00 13,04,11",0.038,D,A
MAC000073,"15:00:00 13,04,11",0.026,D,A
MAC000073,"15:30:00 13,04,11",0.041,D,A
MAC000073,"16:00:00 13,04,11",0.024,D,A
MAC000073,"16:30:00 13,04,11",0.04,D,A
MAC000073,"17:00:00 13,04,11",0.024,D,A
MAC000073,"17:30:00 13,04,11",0.04,D,A
MAC000073,"18:00:00 13,04,11",0.024,D,A
MAC000073,"18:30:00 13,04,11",0.041,D,A
MAC000073,"19:00:00 13,04,11",0.023,D,A
MAC000073,"19:30:00 13,04,11",0.04,D,A
MAC000073,"20:00:00 13,04,11",0.024,D,A
MAC000073,"20:30:00 13,04,11",0.04,D,A
MAC000073,"21:00:00 13,04,11",0.024,D,A
MAC000073,"21:30:00 13,04,11",0.041,D,A
MAC000073,"22:00:00 13,04,11",0.024,D,A
MAC000073,"22:30:00 13,04,11",0.099,D,A
MAC000073,"23:00:00 13,04,11",0.079,D,A
MAC000073,"23:30:00 13,04,11",0.078,D,A
MAC000073,"00:00:00 13,05,11",0.055,D,A
MAC000073,"00:30:00 13,05,11",0.082,D,A
MAC000073,"01:00:00 13,05,11",0.064,D,A
MAC000073,"01:30:00 13,05,11",0.055,D,A
MAC000073,"02:00:00 13,05,11",0.062,D,A
MAC000073,"02:30:00 13,05,11",0.049,D,A
MAC000073,"03:00:00 13,05,11",0.057,D,A
MAC000073,"03:30:00 13,05,11",0.044,D,A
MAC000073,"04:00:00 13,05,11",0.064,D,A
MAC000073,"04:30:00 13,05,11",0.041,D,A
MAC000073,"05:00:00 13,05,11",0.059,D,A
MAC000073,"05:30:00 13,05,11",0.047,D,A
MAC000073,"07:00:00 13,05,11",0.064,D,A
MAC000073,"07:30:00 13,05,11",0.079,D,A
MAC000073,"08:00:00 13,05,11",0.066,D,A
MAC000073,"08:30:00 13,05,11",0.058,D,A
MAC000073,"09:00:00 13,05,11",0.45,D,A
MAC000073,"09:30:00 13,05,11",0.143,D,A
MAC000073,"10:00:00 13,05,11",0.102,D,A
MAC000073,"10:30:00 13,05,11",0.1,D,A
MAC000073,"11:00:00 13,05,11",0.02,D,A
MAC000073,"11:30:00 13,05,11",0.035,D,A
MAC000073,"12:00:00 13,05,11",0.017,D,A
MAC000073,"12:30:00 13,05,11",0.035,D,A
MAC000073,"13:00:00 13,05,11",0.018,D,A
MAC000073,"13:30:00 13,05,11",0.034,D,A
MAC000073,"14:00:00 13,05,11",0.018,D,A
MAC000073,"14:30:00 13,05,11",0.035,D,A
MAC000073,"15:00:00 13,05,11",0.017,D,A
MAC000073,"15:30:00 13,05,11",0.035,D,A
MAC000073,"16:00:00 13,05,11",0.017,D,A
MAC000073,"16:30:00 13,05,11",0.034,D,A
MAC000073,"17:00:00 13,05,11",0.02,D,A
MAC000073,"17:30:00 13,05,11",0.032,D,A
MAC000073,"18:00:00 13,05,11",0.023,D,A
MAC000073,"18:30:00 13,05,11",0.028,D,A
MAC000073,"19:00:00 13,05,11",0.027,D,A
MAC000073,"19:30:00 13,05,11",0.024,D,A
MAC000073,"20:00:00 13,05,11",0.03,D,A
MAC000073,"20:30:00 13,05,11",0.195,D,A
MAC000073,"21:00:00 13,05,11",1.183,D,A
MAC000073,"21:30:00 13,05,11",0.494,D,A
MAC000073,"22:00:00 13,05,11",1.199,D,A
MAC000073,"22:30:00 13,05,11",0.522,D,A
MAC000073,"23:00:00 13,05,11",0.089,D,A
MAC000073,"23:30:00 13,05,11",0.069,D,A
MAC000073,"00:00:00 13,06,11",0.082,D,A
MAC000073,"00:30:00 13,06,11",0.052,D,A
MAC000073,"01:00:00 13,06,11",0.04,D,A
MAC000073,"01:30:00 13,06,11",0.043,D,A
MAC000073,"02:00:00 13,06,11",0.07,D,A
MAC000073,"02:30:00 13,06,11",0.062,D,A
MAC000073,"03:00:00 13,06,11",0.058,D,A
MAC000073,"03:30:00 13,06,11",0.057,D,A
MAC000073,"04:00:00 13,06,11",0.054,D,A
MAC000073,"04:30:00 13,06,11",0.05,D,A
MAC000073,"05:00:00 13,06,11",0.044,D,A
MAC000073,"05:30:00 13,06,11",0.053,D,A
MAC000073,"06:00:00 13,06,11",0.047,D,A
MAC000073,"06:30:00 13,06,11",0.046,D,A
MAC000073,"07:00:00 13,06,11",0.048,D,A
MAC000073,"07:30:00 13,06,11",0.051,D,A
MAC000073,"08:00:00 13,06,11",0.042,D,A
MAC000073,"08:30:00 13,06,11",0.049,D,A
MAC000073,"09:00:00 13,06,11",0.117,D,A
MAC000073,"09:30:00 13,06,11",0.096,D,A
MAC000073,"10:00:00 13,06,11",0.069,D,A
MAC000073,"10:30:00 13,06,11",0.038,D,A
MAC000073,"11:00:00 13,06,11",0.044,D,A
MAC000073,"11:30:00 13,06,11",0.035,D,A
MAC000073,"12:00:00 13,06,11",0.047,D,A
MAC000073,"12:30:00 13,06,11",0.033,D,A
MAC000073,"13:00:00 13,06,11",0.048,D,A
MAC000073,"13:30:00 13,06,11",0.031,D,A
MAC000073,"14:00:00 13,06,11",0.048,D,A
MAC000073,"14:30:00 13,06,11",0.031,D,A
MAC000073,"15:00:00 13,06,11",0.048,D,A
MAC000073,"15:30:00 13,06,11",0.031,D,A
MAC000073,"16:00:00 13,06,11",0.048,D,A
MAC000073,"16:30:00 13,06,11",0.031,D,A
MAC000073,"17:00:00 13,06,11",0.048,D,A
MAC000073,"17:30:00 13,06,11",0.031,D,A
MAC000073,"18:00:00 13,06,11",0.048,D,A
MAC000073,"18:30:00 13,06,11",0.03,D,A
MAC000073,"19:00:00 13,06,11",0.048,D,A
MAC000073,"19:30:00 13,06,11",0.03,D,A
MAC000073,"20:00:00 13,06,11",0.048,D,A
MAC000073,"20:30:00 13,06,11",0.031,D,A
MAC000073,"21:00:00 13,06,11",0.047,D,A
MAC000073,"21:30:00 13,06,11",0.035,D,A
MAC000073,"22:00:00 13,06,11",0.044,D,A
MAC000073,"22:30:00 13,06,11",0.038,D,A
MAC000073,"23:00:00 13,06,11",0.041,D,A
MAC000073,"23:30:00 13,06,11",0.041,D,A
MAC000073,"00:00:00 13,07,11",0.038,D,A
MAC000073,"00:30:00 13,07,11",0.044,D,A
MAC000073,"01:00:00 13,07,11",0.035,D,A
MAC000073,"01:30:00 13,07,11",0.056,D,A
MAC000073,"02:00:00 13,07,11",0.04,D,A
MAC000073,"02:30:00 13,07,11",0.044,D,A
MAC000073,"03:00:00 13,07,11",0.024,D,A
MAC000073,"03:30:00 13,07,11",0.042,D,A
MAC000073,"04:00:00 13,07,11",0.024,D,A
MAC000073,"04:30:00 13,07,11",0.042,D,A
MAC000073,"05:00:00 13,07,11",0.024,D,A
MAC000073,"05:30:00 13,07,11",0.041,D,A
MAC000073,"06:00:00 13,07,11",0.024,D,A
MAC000073,"06:30:00 13,07,11",0.042,D,A
MAC000073,"07:00:00 13,07,11",0.024,D,A
MAC000073,"07:30:00 13,07,11",0.041,D,A
MAC000073,"08:00:00 13,07,11",0.026,D,A
MAC000073,"08:30:00 13,07,11",0.039,D,A
MAC000073,"09:00:00 13,07,11",0.049,D,A
MAC000073,"09:30:00 13,07,11",0.077,D,A
MAC000073,"10:00:00 13,07,11",0.142,D,A
MAC000073,"10:30:00 13,07,11",0.061,D,A
MAC000073,"11:00:00 13,07,11",0.083,D,A
MAC000073,"11:30:00 13,07,11",0.064,D,A
MAC000073,"12:00:00 13,07,11",0.11,D,A
MAC000073,"12:30:00 13,07,11",0.07,D,A
MAC000073,"13:00:00 13,07,11",0.049,D,A
MAC000073,"13:30:00 13,07,11",0.033,D,A
MAC000073,"14:00:00 13,07,11",0.046,D,A
MAC000073,"14:30:00 13,07,11",0.038,D,A
MAC000073,"15:00:00 13,07,11",0.041,D,A
MAC000073,"15:30:00 13,07,11",0.043,D,A
MAC000073,"16:00:00 13,07,11",0.035,D,A
MAC000073,"16:30:00 13,07,11",0.048,D,A
MAC000073,"17:00:00 13,07,11",0.032,D,A
MAC000073,"17:30:00 13,07,11",0.048,D,A
MAC000073,"18:00:00 13,07,11",0.031,D,A
MAC000073,"18:30:00 13,07,11",0.048,D,A
MAC000073,"19:00:00 13,07,11",0.03,D,A
MAC000073,"19:30:00 13,07,11",0.048,D,A
MAC000073,"20:00:00 13,07,11",0.03,D,A
MAC000073,"20:30:00 13,07,11",0.048,D,A
MAC000073,"21:00:00 13,07,11",0.032,D,A
MAC000073,"21:30:00 13,07,11",0.045,D,A
MAC000073,"22:00:00 13,07,11",0.037,D,A
MAC000073,"22:30:00 13,07,11",0.041,D,A
MAC000073,"23:00:00 13,07,11",0.042,D,A
MAC000073,"23:30:00 13,07,11",0.037,D,A
MAC000073,"00:00:00 13,08,11",0.045,D,A
MAC000073,"00:30:00 13,08,11",0.034,D,A
MAC000073,"01:00:00 13,08,11",0.047,D,A
MAC000073,"01:30:00 13,08,11",0.031,D,A
MAC000073,"02:00:00 13,08,11",0.048,D,A
MAC000073,"02:30:00 13,08,11",0.031,D,A
MAC000073,"03:00:00 13,08,11",0.048,D,A
MAC000073,"03:30:00 13,08,11",0.031,D,A
MAC000073,"04:00:00 13,08,11",0.048,D,A
MAC000073,"04:30:00 13,08,11",0.031,D,A
MAC000073,"05:00:00 13,08,11",0.047,D,A
MAC000073,"05:30:00 13,08,11",0.031,D,A
MAC000073,"06:00:00 13,08,11",0.048,D,A
MAC000073,"06:30:00 13,08,11",0.032,D,A
MAC000073,"07:00:00 13,08,11",0.046,D,A
MAC000073,"07:30:00 13,08,11",0.036,D,A
MAC000073,"08:00:00 13,08,11",0.042,D,A
MAC000073,"08:30:00 13,08,11",0.039,D,A
MAC000073,"09:00:00 13,08,11",0.039,D,A
MAC000073,"09:30:00 13,08,11",0.042,D,A
MAC000073,"10:00:00 13,08,11",0.036,D,A
MAC000073,"10:30:00 13,08,11",0.044,D,A
MAC000073,"11:00:00 13,08,11",0.034,D,A
MAC000073,"11:30:00 13,08,11",0.048,D,A
MAC000073,"12:00:00 13,08,11",0.03,D,A
MAC000073,"12:30:00 13,08,11",0.048,D,A
MAC000073,"13:00:00 13,08,11",0.031,D,A
MAC000073,"13:30:00 13,08,11",0.047,D,A
MAC000073,"14:00:00 13,08,11",0.031,D,A
MAC000073,"14:30:00 13,08,11",0.048,D,A
MAC000073,"15:00:00 13,08,11",0.03,D,A
MAC000073,"15:30:00 13,08,11",0.047,D,A
MAC000073,"16:00:00 13,08,11",0.031,D,A
MAC000073,"16:30:00 13,08,11",0.067,D,A
MAC000073,"17:00:00 13,08,11",0.096,D,A
MAC000073,"17:30:00 13,08,11",0.113,D,A
MAC000073,"18:00:00 13,08,11",0.097,D,A
MAC000073,"18:30:00 13,08,11",0.113,D,A
MAC000073,"19:00:00 13,08,11",0.036,D,A
MAC000073,"19:30:00 13,08,11",0.044,D,A
MAC000073,"20:00:00 13,08,11",0.036,D,A
MAC000073,"20:30:00 13,08,11",0.042,D,A
MAC000073,"21:00:00 13,08,11",0.038,D,A
MAC000073,"21:30:00 13,08,11",0.039,D,A
MAC000073,"22:00:00 13,08,11",0.041,D,A
MAC000073,"22:30:00 13,08,11",0.038,D,A
MAC000073,"23:00:00 13,08,11",0.044,D,A
MAC000073,"23:30:00 13,08,11",0.087,D,A
MAC000073,"00:00:00 13,09,11",0.089,D,A
MAC000073,"00:30:00 13,09,11",0.094,D,A
MAC000073,"01:00:00 13,09,11",0.09,D,A
MAC000073,"01:30:00 13,09,11",0.068,D,A
MAC000073,"02:00:00 13,09,11",0.077,D,A
MAC000073,"02:30:00 13,09,11",0.053,D,A
MAC000073,"03:00:00 13,09,11",0.066,D,A
MAC000073,"03:30:00 13,09,11",0.051,D,A
MAC000073,"04:00:00 13,09,11",0.066,D,A
MAC000073,"04:30:00 13,09,11",0.062,D,A
MAC000073,"05:00:00 13,09,11",0.059,D,A
MAC000073,"05:30:00 13,09,11",0.063,D,A
MAC000073,"06:00:00 13,09,11",0.05,D,A
MAC000073,"06:30:00 13,09,11",0.07,D,A
MAC000073,"07:00:00 13,09,11",0.053,D,A
MAC000073,"07:30:00 13,09,11",0.066,D,A
MAC000073,"08:00:00 13,09,11",0.048,D,A
MAC000073,"08:30:00 13,09,11",0.064,D,A
MAC000073,"09:00:00 13,09,11",0.064,D,A
MAC000073,"09:30:00 13,09,11",0.089,D,A
MAC000073,"10:00:00 13,09,11",0.056,D,A
MAC000073,"10:30:00 13,09,11",0.062,D,A
MAC000073,"11:00:00 13,09,11",0.082,D,A
MAC000073,"11:30:00 13,09,11",0.072,D,A
MAC000073,"12:00:00 13,09,11",0.13,D,A
MAC000073,"12:30:00 13,09,11",0.05,D,A
MAC000073,"13:00:00 13,09,11",0.064,D,A
MAC000073,"13:30:00 13,09,11",0.045,D,A
MAC000073,"14:00:00 13,09,11",0.061,D,A
MAC000073,"14:30:00 13,09,11",0.05,D,A
MAC000073,"15:00:00 13,09,11",0.091,D,A
MAC000073,"15:30:00 13,09,11",0.101,D,A
MAC000073,"16:00:00 13,09,11",0.075,D,A
MAC000073,"16:30:00 13,09,11",0.092,D,A
MAC000073,"17:00:00 13,09,11",0.092,D,A
MAC000073,"17:30:00 13,09,11",0.13,D,A
MAC000073,"18:00:00 13,09,11",0.105,D,A
MAC000073,"18:30:00 13,09,11",0.336,D,A
MAC000073,"19:00:00 13,09,11",0.158,D,A
MAC000073,"19:30:00 13,09,11",0.183,D,A
MAC000073,"20:00:00 13,09,11",0.309,D,A
MAC000073,"20:30:00 13,09,11",0.1,D,A
MAC000073,"21:00:00 13,09,11",0.101,D,A
MAC000073,"21:30:00 13,09,11",0.148,D,A
MAC000073,"22:00:00 13,09,11",0.121,D,A
MAC000073,"22:30:00 13,09,11",0.089,D,A
MAC000073,"23:00:00 13,09,11",0.057,D,A
MAC000073,"23:30:00 13,09,11",0.073,D,A
MAC000073,"00:00:00 13,10,11",0.04,D,A
MAC000073,"00:30:00 13,10,11",0.051,D,A
MAC000073,"01:00:00 13,10,11",0.037,D,A
MAC000073,"01:30:00 13,10,11",0.029,D,A
MAC000073,"02:00:00 13,10,11",0.042,D,A
MAC000073,"02:30:00 13,10,11",0.023,D,A
MAC000073,"03:00:00 13,10,11",0.042,D,A
MAC000073,"03:30:00 13,10,11",0.026,D,A
MAC000073,"04:00:00 13,10,11",0.039,D,A
MAC000073,"04:30:00 13,10,11",0.033,D,A
MAC000073,"05:00:00 13,10,11",0.032,D,A
MAC000073,"05:30:00 13,10,11",0.039,D,A
MAC000073,"06:00:00 13,10,11",0.026,D,A
MAC000073,"06:30:00 13,10,11",0.04,D,A
MAC000073,"07:00:00 13,10,11",0.024,D,A
MAC000073,"07:30:00 13,10,11",0.041,D,A
MAC000073,"08:00:00 13,10,11",0.023,D,A
MAC000073,"08:30:00 13,10,11",0.041,D,A
MAC000073,"09:00:00 13,10,11",0.023,D,A
MAC000073,"09:30:00 13,10,11",0.06,D,A
MAC000073,"10:00:00 13,10,11",0.039,D,A
MAC000073,"10:30:00 13,10,11",0.04,D,A
MAC000073,"11:00:00 13,10,11",0.029,D,A
MAC000073,"11:30:00 13,10,11",0.053,D,A
MAC000073,"12:00:00 13,10,11",0.084,D,A
MAC000073,"12:30:00 13,10,11",0.104,D,A
MAC000073,"13:00:00 13,10,11",0.441,D,A
MAC000073,"13:30:00 13,10,11",0.157,D,A
MAC000073,"14:00:00 13,10,11",0.125,D,A
MAC000073,"14:30:00 13,10,11",0.078,D,A
MAC000073,"15:00:00 13,10,11",0.048,D,A
MAC000073,"15:30:00 13,10,11",0.031,D,A
MAC000073,"16:00:00 13,10,11",0.047,D,A
MAC000073,"16:30:00 13,10,11",0.031,D,A
MAC000073,"17:00:00 13,10,11",0.047,D,A
MAC000073,"17:30:00 13,10,11",0.033,D,A
MAC000073,"18:00:00 13,10,11",0.044,D,A
MAC000073,"18:30:00 13,10,11",0.972,D,A
