cell_id,DateTime,KWH/hh (per half hour) ,site_id,region
MAC000037,"21:30:00 13,30,06",0,E,A
MAC000037,"22:00:00 13,30,06",0,E,A
MAC000037,"22:30:00 13,30,06",0,E,A
MAC000037,"23:00:00 13,30,06",0,E,A
MAC000037,"23:30:00 13,30,06",0,E,A
MAC000037,"00:00:00 13,01,07",0,E,A
MAC000037,"00:30:00 13,01,07",0,E,A
MAC000037,"01:00:00 13,01,07",0,E,A
MAC000037,"01:30:00 13,01,07",0,E,A
MAC000037,"02:00:00 13,01,07",0,E,A
MAC000037,"02:30:00 13,01,07",0,E,A
MAC000037,"03:00:00 13,01,07",0,E,A
MAC000037,"03:30:00 13,01,07",0,E,A
MAC000037,"04:00:00 13,01,07",0,E,A
MAC000037,"04:30:00 13,01,07",0,E,A
MAC000037,"05:00:00 13,01,07",0,E,A
MAC000037,"05:30:00 13,01,07",0,E,A
MAC000037,"06:00:00 13,01,07",0,E,A
MAC000037,"06:30:00 13,01,07",0,E,A
MAC000037,"07:00:00 13,01,07",0,E,A
MAC000037,"07:30:00 13,01,07",0,E,A
MAC000037,"08:00:00 13,01,07",0,E,A
MAC000037,"08:30:00 13,01,07",0,E,A
MAC000037,"09:00:00 13,01,07",0,E,A
MAC000037,"09:30:00 13,01,07",0,E,A
MAC000037,"10:00:00 13,01,07",0,E,A
MAC000037,"10:30:00 13,01,07",0,E,A
MAC000037,"11:00:00 13,01,07",0,E,A
MAC000037,"11:30:00 13,01,07",0,E,A
MAC000037,"12:00:00 13,01,07",0,E,A
MAC000037,"12:30:00 13,01,07",0,E,A
MAC000037,"13:00:00 13,01,07",0,E,A
MAC000037,"13:30:00 13,01,07",0,E,A
MAC000037,"14:00:00 13,01,07",0,E,A
MAC000037,"14:30:00 13,01,07",0,E,A
MAC000037,"15:00:00 13,01,07",0,E,A
MAC000037,"15:30:00 13,01,07",0,E,A
MAC000037,"16:00:00 13,01,07",0,E,A
MAC000037,"16:30:00 13,01,07",0,E,A
MAC000037,"17:00:00 13,01,07",0,E,A
MAC000037,"17:30:00 13,01,07",0,E,A
MAC000037,"18:00:00 13,01,07",0,E,A
MAC000037,"18:30:00 13,01,07",0,E,A
MAC000037,"19:00:00 13,01,07",0,E,A
MAC000037,"19:30:00 13,01,07",0,E,A
MAC000037,"20:00:00 13,01,07",0,E,A
MAC000037,"20:30:00 13,01,07",0,E,A
MAC000037,"21:00:00 13,01,07",0,E,A
MAC000037,"21:30:00 13,01,07",0,E,A
MAC000037,"22:00:00 13,01,07",0,E,A
MAC000037,"22:30:00 13,01,07",0,E,A
MAC000037,"23:00:00 13,01,07",0,E,A
MAC000037,"23:30:00 13,01,07",0,E,A
MAC000037,"00:00:00 13,02,07",0,E,A
MAC000037,"00:30:00 13,02,07",0,E,A
MAC000037,"01:00:00 13,02,07",0,E,A
MAC000037,"01:30:00 13,02,07",0,E,A
MAC000037,"02:00:00 13,02,07",0,E,A
MAC000037,"02:30:00 13,02,07",0,E,A
MAC000037,"03:00:00 13,02,07",0,E,A
MAC000037,"03:30:00 13,02,07",0,E,A
MAC000037,"04:00:00 13,02,07",0,E,A
MAC000037,"04:30:00 13,02,07",0,E,A
MAC000037,"05:00:00 13,02,07",0,E,A
MAC000037,"05:30:00 13,02,07",0,E,A
MAC000037,"06:00:00 13,02,07",0,E,A
MAC000037,"06:30:00 13,02,07",0,E,A
MAC000037,"07:00:00 13,02,07",0,E,A
MAC000037,"07:30:00 13,02,07",0,E,A
MAC000037,"08:00:00 13,02,07",0.612,E,A
MAC000037,"08:30:00 13,02,07",0.001,E,A
MAC000037,"09:00:00 13,02,07",0,E,A
MAC000037,"09:30:00 13,02,07",0,E,A
MAC000037,"10:00:00 13,02,07",0,E,A
MAC000037,"10:30:00 13,02,07",0,E,A
MAC000037,"11:00:00 13,02,07",0,E,A
MAC000037,"11:30:00 13,02,07",0,E,A
MAC000037,"12:00:00 13,02,07",0,E,A
MAC000037,"12:30:00 13,02,07",0,E,A
MAC000037,"13:00:00 13,02,07",0,E,A
MAC000037,"13:30:00 13,02,07",0,E,A
MAC000037,"14:00:00 13,02,07",0,E,A
MAC000037,"14:30:00 13,02,07",0,E,A
MAC000037,"15:00:00 13,02,07",0,E,A
MAC000037,"15:30:00 13,02,07",0,E,A
MAC000037,"16:00:00 13,02,07",0,E,A
MAC000037,"16:30:00 13,02,07",0,E,A
MAC000037,"17:00:00 13,02,07",0,E,A
MAC000037,"17:30:00 13,02,07",0,E,A
MAC000037,"18:00:00 13,02,07",0,E,A
MAC000037,"18:30:00 13,02,07",0,E,A
MAC000037,"19:00:00 13,02,07",0,E,A
MAC000037,"19:30:00 13,02,07",0,E,A
MAC000037,"20:00:00 13,02,07",0,E,A
MAC000037,"20:30:00 13,02,07",0,E,A
MAC000037,"21:00:00 13,02,07",0,E,A
MAC000037,"21:30:00 13,02,07",0,E,A
MAC000037,"22:00:00 13,02,07",0,E,A
MAC000037,"22:30:00 13,02,07",0,E,A
MAC000037,"23:00:00 13,02,07",0,E,A
MAC000037,"23:30:00 13,02,07",0,E,A
MAC000037,"00:00:00 13,03,07",0,E,A
MAC000037,"00:30:00 13,03,07",0,E,A
MAC000037,"01:00:00 13,03,07",0,E,A
MAC000037,"01:30:00 13,03,07",0,E,A
MAC000037,"02:00:00 13,03,07",0,E,A
MAC000037,"02:30:00 13,03,07",0,E,A
MAC000037,"03:00:00 13,03,07",0,E,A
MAC000037,"03:30:00 13,03,07",0,E,A
MAC000037,"04:00:00 13,03,07",0,E,A
MAC000037,"04:30:00 13,03,07",0,E,A
MAC000037,"05:00:00 13,03,07",0,E,A
MAC000037,"05:30:00 13,03,07",0,E,A
MAC000037,"06:00:00 13,03,07",0,E,A
MAC000037,"06:30:00 13,03,07",0,E,A
MAC000037,"07:00:00 13,03,07",0,E,A
MAC000037,"07:30:00 13,03,07",0,E,A
MAC000037,"08:00:00 13,03,07",0,E,A
MAC000037,"08:30:00 13,03,07",0,E,A
MAC000037,"09:00:00 13,03,07",0,E,A
MAC000037,"09:30:00 13,03,07",0,E,A
MAC000037,"10:00:00 13,03,07",0,E,A
MAC000037,"10:30:00 13,03,07",0,E,A
MAC000037,"11:00:00 13,03,07",0,E,A
MAC000037,"11:30:00 13,03,07",0,E,A
MAC000037,"12:00:00 13,03,07",0,E,A
MAC000037,"12:30:00 13,03,07",0,E,A
MAC000037,"13:00:00 13,03,07",0,E,A
MAC000037,"13:30:00 13,03,07",0,E,A
MAC000037,"14:00:00 13,03,07",0,E,A
MAC000037,"14:30:00 13,03,07",0,E,A
MAC000037,"15:00:00 13,03,07",0,E,A
MAC000037,"15:30:00 13,03,07",0,E,A
MAC000037,"16:00:00 13,03,07",0,E,A
MAC000037,"16:30:00 13,03,07",0,E,A
MAC000037,"17:00:00 13,03,07",0,E,A
MAC000037,"17:30:00 13,03,07",0,E,A
MAC000037,"18:00:00 13,03,07",0,E,A
MAC000037,"18:30:00 13,03,07",0,E,A
MAC000037,"19:00:00 13,03,07",0,E,A
MAC000037,"19:30:00 13,03,07",0,E,A
MAC000037,"20:00:00 13,03,07",0,E,A
MAC000037,"20:30:00 13,03,07",0,E,A
MAC000037,"21:00:00 13,03,07",0,E,A
MAC000037,"21:30:00 13,03,07",0,E,A
MAC000037,"22:00:00 13,03,07",0,E,A
MAC000037,"22:30:00 13,03,07",0,E,A
MAC000037,"23:00:00 13,03,07",0,E,A
MAC000037,"23:30:00 13,03,07",0,E,A
MAC000037,"00:00:00 13,04,07",0,E,A
MAC000037,"00:30:00 13,04,07",0,E,A
MAC000037,"01:00:00 13,04,07",0,E,A
MAC000037,"01:30:00 13,04,07",0,E,A
MAC000037,"02:00:00 13,04,07",0,E,A
MAC000037,"02:30:00 13,04,07",0,E,A
MAC000037,"03:00:00 13,04,07",0,E,A
MAC000037,"03:30:00 13,04,07",0,E,A
MAC000037,"04:00:00 13,04,07",0,E,A
MAC000037,"04:30:00 13,04,07",0,E,A
MAC000037,"05:00:00 13,04,07",0,E,A
MAC000037,"05:30:00 13,04,07",0,E,A
MAC000037,"06:00:00 13,04,07",0,E,A
MAC000037,"06:30:00 13,04,07",0,E,A
MAC000037,"07:00:00 13,04,07",0,E,A
MAC000037,"07:30:00 13,04,07",0,E,A
MAC000037,"08:00:00 13,04,07",0,E,A
MAC000037,"08:30:00 13,04,07",0,E,A
MAC000037,"09:00:00 13,04,07",0,E,A
MAC000037,"09:30:00 13,04,07",0,E,A
MAC000037,"10:00:00 13,04,07",0,E,A
MAC000037,"10:30:00 13,04,07",0,E,A
MAC000037,"11:00:00 13,04,07",0,E,A
MAC000037,"11:30:00 13,04,07",0,E,A
MAC000037,"12:00:00 13,04,07",0,E,A
MAC000037,"12:30:00 13,04,07",0,E,A
MAC000037,"13:00:00 13,04,07",0,E,A
MAC000037,"13:30:00 13,04,07",0,E,A
MAC000037,"14:00:00 13,04,07",0,E,A
MAC000037,"14:30:00 13,04,07",0,E,A
MAC000037,"15:00:00 13,04,07",0,E,A
MAC000037,"15:30:00 13,04,07",0,E,A
MAC000037,"16:00:00 13,04,07",0,E,A
MAC000037,"16:30:00 13,04,07",0,E,A
MAC000037,"17:00:00 13,04,07",0,E,A
MAC000037,"17:30:00 13,04,07",0,E,A
MAC000037,"18:00:00 13,04,07",0,E,A
MAC000037,"18:30:00 13,04,07",0,E,A
MAC000037,"19:00:00 13,04,07",0,E,A
MAC000037,"19:30:00 13,04,07",0,E,A
MAC000037,"20:00:00 13,04,07",0,E,A
MAC000037,"20:30:00 13,04,07",0,E,A
MAC000037,"21:00:00 13,04,07",0,E,A
MAC000037,"21:30:00 13,04,07",0,E,A
MAC000037,"22:00:00 13,04,07",0,E,A
MAC000037,"22:30:00 13,04,07",0,E,A
MAC000037,"23:00:00 13,04,07",0,E,A
MAC000037,"23:30:00 13,04,07",0,E,A
MAC000037,"00:00:00 13,05,07",0,E,A
MAC000037,"00:30:00 13,05,07",0,E,A
MAC000037,"01:00:00 13,05,07",0,E,A
MAC000037,"01:30:00 13,05,07",0,E,A
MAC000037,"02:00:00 13,05,07",0,E,A
MAC000037,"02:30:00 13,05,07",0,E,A
MAC000037,"03:00:00 13,05,07",0,E,A
MAC000037,"03:30:00 13,05,07",0,E,A
MAC000037,"04:00:00 13,05,07",0,E,A
MAC000037,"04:30:00 13,05,07",0,E,A
MAC000037,"05:00:00 13,05,07",0,E,A
MAC000037,"05:30:00 13,05,07",0,E,A
MAC000037,"06:00:00 13,05,07",0,E,A
MAC000037,"06:30:00 13,05,07",0,E,A
MAC000037,"07:00:00 13,05,07",0,E,A
MAC000037,"07:30:00 13,05,07",0,E,A
MAC000037,"08:00:00 13,05,07",0,E,A
MAC000037,"08:30:00 13,05,07",0,E,A
MAC000037,"09:00:00 13,05,07",0,E,A
MAC000037,"09:30:00 13,05,07",0,E,A
MAC000037,"10:00:00 13,05,07",0,E,A
MAC000037,"10:30:00 13,05,07",0,E,A
MAC000037,"11:00:00 13,05,07",0,E,A
MAC000037,"11:30:00 13,05,07",0,E,A
MAC000037,"12:00:00 13,05,07",0,E,A
MAC000037,"12:30:00 13,05,07",0,E,A
MAC000037,"13:00:00 13,05,07",0,E,A
MAC000037,"13:30:00 13,05,07",0,E,A
MAC000037,"14:00:00 13,05,07",0,E,A
MAC000037,"14:30:00 13,05,07",0,E,A
MAC000037,"15:00:00 13,05,07",0,E,A
MAC000037,"15:30:00 13,05,07",0,E,A
MAC000037,"16:00:00 13,05,07",0,E,A
MAC000037,"16:30:00 13,05,07",0,E,A
MAC000037,"17:00:00 13,05,07",0,E,A
MAC000037,"17:30:00 13,05,07",0,E,A
MAC000037,"18:00:00 13,05,07",0,E,A
MAC000037,"18:30:00 13,05,07",0,E,A
MAC000037,"19:00:00 13,05,07",0,E,A
MAC000037,"19:30:00 13,05,07",0,E,A
MAC000037,"20:00:00 13,05,07",0,E,A
MAC000037,"20:30:00 13,05,07",0,E,A
MAC000037,"21:00:00 13,05,07",0,E,A
MAC000037,"21:30:00 13,05,07",0,E,A
MAC000037,"22:00:00 13,05,07",0,E,A
MAC000037,"22:30:00 13,05,07",0,E,A
MAC000037,"23:00:00 13,05,07",0,E,A
MAC000037,"23:30:00 13,05,07",0,E,A
MAC000037,"00:00:00 13,06,07",0,E,A
MAC000037,"00:30:00 13,06,07",0,E,A
MAC000037,"01:00:00 13,06,07",0,E,A
MAC000037,"01:30:00 13,06,07",0,E,A
MAC000037,"02:00:00 13,06,07",0,E,A
MAC000037,"02:30:00 13,06,07",0,E,A
MAC000037,"03:00:00 13,06,07",0,E,A
MAC000037,"03:30:00 13,06,07",0,E,A
MAC000037,"04:00:00 13,06,07",0,E,A
MAC000037,"04:30:00 13,06,07",0,E,A
MAC000037,"05:00:00 13,06,07",0,E,A
MAC000037,"05:30:00 13,06,07",0,E,A
MAC000037,"06:00:00 13,06,07",0,E,A
MAC000037,"06:30:00 13,06,07",0,E,A
MAC000037,"07:00:00 13,06,07",0,E,A
MAC000037,"07:30:00 13,06,07",0,E,A
MAC000037,"08:00:00 13,06,07",0,E,A
MAC000037,"08:30:00 13,06,07",0,E,A
MAC000037,"09:00:00 13,06,07",0,E,A
MAC000037,"09:30:00 13,06,07",0,E,A
MAC000037,"10:00:00 13,06,07",0,E,A
MAC000037,"10:30:00 13,06,07",0,E,A
MAC000037,"11:00:00 13,06,07",0,E,A
MAC000037,"11:30:00 13,06,07",0,E,A
MAC000037,"12:00:00 13,06,07",0,E,A
MAC000037,"12:30:00 13,06,07",0,E,A
MAC000037,"13:00:00 13,06,07",0,E,A
MAC000037,"13:30:00 13,06,07",0,E,A
MAC000037,"14:00:00 13,06,07",0,E,A
MAC000037,"14:30:00 13,06,07",0,E,A
MAC000037,"15:00:00 13,06,07",0,E,A
MAC000037,"15:30:00 13,06,07",0,E,A
MAC000037,"16:00:00 13,06,07",0,E,A
MAC000037,"16:30:00 13,06,07",0,E,A
MAC000037,"17:00:00 13,06,07",0,E,A
MAC000037,"17:30:00 13,06,07",0,E,A
MAC000037,"18:00:00 13,06,07",0,E,A
MAC000037,"18:30:00 13,06,07",0,E,A
MAC000037,"19:00:00 13,06,07",0,E,A
MAC000037,"19:30:00 13,06,07",0,E,A
MAC000037,"20:00:00 13,06,07",0,E,A
MAC000037,"20:30:00 13,06,07",0,E,A
MAC000037,"21:00:00 13,06,07",0,E,A
MAC000037,"21:30:00 13,06,07",0,E,A
MAC000037,"22:00:00 13,06,07",0,E,A
MAC000037,"22:30:00 13,06,07",0,E,A
MAC000037,"23:00:00 13,06,07",0,E,A
MAC000037,"23:30:00 13,06,07",0,E,A
MAC000037,"00:00:00 13,07,07",0,E,A
MAC000037,"00:30:00 13,07,07",0,E,A
MAC000037,"01:00:00 13,07,07",0,E,A
MAC000037,"01:30:00 13,07,07",0,E,A
MAC000037,"02:00:00 13,07,07",0,E,A
MAC000037,"02:30:00 13,07,07",0,E,A
MAC000037,"03:00:00 13,07,07",0,E,A
MAC000037,"03:30:00 13,07,07",0,E,A
MAC000037,"04:00:00 13,07,07",0,E,A
MAC000037,"04:30:00 13,07,07",0,E,A
MAC000037,"05:00:00 13,07,07",0,E,A
MAC000037,"05:30:00 13,07,07",0,E,A
MAC000037,"06:00:00 13,07,07",0,E,A
MAC000037,"06:30:00 13,07,07",0,E,A
MAC000037,"07:00:00 13,07,07",0,E,A
MAC000037,"07:30:00 13,07,07",0,E,A
MAC000037,"08:00:00 13,07,07",0,E,A
MAC000037,"08:30:00 13,07,07",0,E,A
MAC000037,"09:00:00 13,07,07",0,E,A
MAC000037,"09:30:00 13,07,07",0,E,A
MAC000037,"10:00:00 13,07,07",0,E,A
MAC000037,"10:30:00 13,07,07",0,E,A
MAC000037,"11:00:00 13,07,07",0,E,A
MAC000037,"11:30:00 13,07,07",0,E,A
MAC000037,"12:00:00 13,07,07",0,E,A
MAC000037,"12:30:00 13,07,07",0,E,A
MAC000037,"13:00:00 13,07,07",0,E,A
MAC000037,"13:30:00 13,07,07",0,E,A
MAC000037,"14:00:00 13,07,07",0,E,A
MAC000037,"14:30:00 13,07,07",0,E,A
MAC000037,"15:00:00 13,07,07",0,E,A
MAC000037,"15:30:00 13,07,07",0,E,A
MAC000037,"16:00:00 13,07,07",0,E,A
MAC000037,"16:30:00 13,07,07",0,E,A
MAC000037,"17:00:00 13,07,07",0,E,A
MAC000037,"17:30:00 13,07,07",0,E,A
MAC000037,"18:00:00 13,07,07",0,E,A
MAC000037,"18:30:00 13,07,07",0,E,A
MAC000037,"19:00:00 13,07,07",0,E,A
MAC000037,"19:30:00 13,07,07",0,E,A
MAC000037,"20:00:00 13,07,07",0,E,A
MAC000037,"20:30:00 13,07,07",0,E,A
MAC000037,"21:00:00 13,07,07",0,E,A
MAC000037,"21:30:00 13,07,07",0,E,A
MAC000037,"22:00:00 13,07,07",0,E,A
MAC000037,"22:30:00 13,07,07",0,E,A
MAC000037,"23:00:00 13,07,07",0,E,A
MAC000037,"23:30:00 13,07,07",0,E,A
MAC000037,"00:00:00 13,08,07",0,E,A
MAC000037,"00:30:00 13,08,07",0,E,A
MAC000037,"01:00:00 13,08,07",0,E,A
MAC000037,"01:30:00 13,08,07",0,E,A
MAC000037,"02:00:00 13,08,07",0,E,A
MAC000037,"02:30:00 13,08,07",0,E,A
MAC000037,"03:00:00 13,08,07",0,E,A
MAC000037,"03:30:00 13,08,07",0,E,A
MAC000037,"04:00:00 13,08,07",0,E,A
MAC000037,"04:30:00 13,08,07",0,E,A
MAC000037,"05:00:00 13,08,07",0,E,A
MAC000037,"05:30:00 13,08,07",0,E,A
MAC000037,"06:00:00 13,08,07",0,E,A
MAC000037,"06:30:00 13,08,07",0,E,A
MAC000037,"07:00:00 13,08,07",0,E,A
MAC000037,"07:30:00 13,08,07",0,E,A
MAC000037,"08:00:00 13,08,07",0,E,A
MAC000037,"08:30:00 13,08,07",0,E,A
MAC000037,"09:00:00 13,08,07",0,E,A
MAC000037,"09:30:00 13,08,07",0,E,A
MAC000037,"10:00:00 13,08,07",0,E,A
MAC000037,"10:30:00 13,08,07",0,E,A
MAC000037,"11:00:00 13,08,07",0,E,A
MAC000037,"11:30:00 13,08,07",0,E,A
MAC000037,"12:00:00 13,08,07",0,E,A
MAC000037,"12:30:00 13,08,07",0,E,A
MAC000037,"13:00:00 13,08,07",0,E,A
MAC000037,"13:30:00 13,08,07",0,E,A
MAC000037,"14:00:00 13,08,07",0,E,A
MAC000037,"14:30:00 13,08,07",0,E,A
MAC000037,"15:00:00 13,08,07",0,E,A
MAC000037,"15:30:00 13,08,07",0,E,A
MAC000037,"16:00:00 13,08,07",0,E,A
MAC000037,"16:30:00 13,08,07",0,E,A
MAC000037,"17:00:00 13,08,07",0,E,A
MAC000037,"17:30:00 13,08,07",0,E,A
MAC000037,"18:00:00 13,08,07",0,E,A
MAC000037,"18:30:00 13,08,07",0,E,A
MAC000037,"19:00:00 13,08,07",0,E,A
MAC000037,"19:30:00 13,08,07",0,E,A
MAC000037,"20:00:00 13,08,07",0,E,A
MAC000037,"20:30:00 13,08,07",0,E,A
MAC000037,"21:00:00 13,08,07",0,E,A
MAC000037,"21:30:00 13,08,07",0,E,A
MAC000037,"22:00:00 13,08,07",0,E,A
MAC000037,"22:30:00 13,08,07",0,E,A
MAC000037,"23:00:00 13,08,07",0,E,A
MAC000037,"23:30:00 13,08,07",0,E,A
MAC000037,"00:00:00 13,09,07",0,E,A
MAC000037,"00:30:00 13,09,07",0,E,A
MAC000037,"01:00:00 13,09,07",0,E,A
MAC000037,"01:30:00 13,09,07",0,E,A
MAC000037,"02:00:00 13,09,07",0,E,A
MAC000037,"02:30:00 13,09,07",0,E,A
MAC000037,"03:00:00 13,09,07",0,E,A
MAC000037,"03:30:00 13,09,07",0,E,A
MAC000037,"04:00:00 13,09,07",0,E,A
MAC000037,"04:30:00 13,09,07",0,E,A
MAC000037,"05:00:00 13,09,07",0,E,A
MAC000037,"05:30:00 13,09,07",0,E,A
MAC000037,"06:00:00 13,09,07",0,E,A
MAC000037,"06:30:00 13,09,07",0,E,A
MAC000037,"07:00:00 13,09,07",0,E,A
MAC000037,"07:30:00 13,09,07",0,E,A
MAC000037,"08:00:00 13,09,07",0,E,A
MAC000037,"08:30:00 13,09,07",0,E,A
MAC000037,"09:00:00 13,09,07",0,E,A
MAC000037,"09:30:00 13,09,07",0,E,A
MAC000037,"10:00:00 13,09,07",0,E,A
MAC000037,"10:30:00 13,09,07",0,E,A
MAC000037,"11:00:00 13,09,07",0,E,A
MAC000037,"11:30:00 13,09,07",0,E,A
MAC000037,"12:00:00 13,09,07",0,E,A
MAC000037,"12:30:00 13,09,07",0,E,A
MAC000037,"13:00:00 13,09,07",0,E,A
MAC000037,"13:30:00 13,09,07",0,E,A
MAC000037,"14:00:00 13,09,07",0,E,A
MAC000037,"14:30:00 13,09,07",0,E,A
MAC000037,"15:00:00 13,09,07",0,E,A
MAC000037,"15:30:00 13,09,07",0,E,A
MAC000037,"16:00:00 13,09,07",0,E,A
MAC000037,"16:30:00 13,09,07",0,E,A
MAC000037,"17:00:00 13,09,07",0,E,A
MAC000037,"17:30:00 13,09,07",0,E,A
MAC000037,"18:00:00 13,09,07",0,E,A
MAC000037,"18:30:00 13,09,07",0,E,A
MAC000037,"19:00:00 13,09,07",0,E,A
MAC000037,"19:30:00 13,09,07",0,E,A
MAC000037,"20:00:00 13,09,07",0,E,A
MAC000037,"20:30:00 13,09,07",0,E,A
MAC000037,"21:00:00 13,09,07",0,E,A
MAC000037,"21:30:00 13,09,07",0,E,A
MAC000037,"22:00:00 13,09,07",0,E,A
MAC000037,"22:30:00 13,09,07",0,E,A
MAC000037,"23:00:00 13,09,07",0,E,A
MAC000037,"23:30:00 13,09,07",0,E,A
MAC000037,"00:00:00 13,10,07",0,E,A
MAC000037,"00:30:00 13,10,07",0,E,A
MAC000037,"01:00:00 13,10,07",0,E,A
MAC000037,"01:30:00 13,10,07",0,E,A
MAC000037,"02:00:00 13,10,07",0,E,A
MAC000037,"02:30:00 13,10,07",0,E,A
MAC000037,"03:00:00 13,10,07",0,E,A
MAC000037,"03:30:00 13,10,07",0,E,A
MAC000037,"04:00:00 13,10,07",0,E,A
MAC000037,"04:30:00 13,10,07",0,E,A
MAC000037,"05:00:00 13,10,07",0,E,A
MAC000037,"05:30:00 13,10,07",0,E,A
MAC000037,"06:00:00 13,10,07",0,E,A
MAC000037,"06:30:00 13,10,07",0,E,A
MAC000037,"07:00:00 13,10,07",0,E,A
MAC000037,"07:30:00 13,10,07",0,E,A
MAC000037,"08:00:00 13,10,07",0,E,A
MAC000037,"08:30:00 13,10,07",0.485,E,A
MAC000037,"09:00:00 13,10,07",0.285,E,A
MAC000037,"09:30:00 13,10,07",0,E,A
MAC000037,"10:00:00 13,10,07",0,E,A
MAC000037,"10:30:00 13,10,07",0,E,A
MAC000037,"11:00:00 13,10,07",0,E,A
MAC000037,"11:30:00 13,10,07",0,E,A
MAC000037,"12:00:00 13,10,07",0,E,A
MAC000037,"12:30:00 13,10,07",0,E,A
MAC000037,"13:00:00 13,10,07",0,E,A
MAC000037,"13:30:00 13,10,07",0,E,A
MAC000037,"14:00:00 13,10,07",0,E,A
MAC000037,"14:30:00 13,10,07",0,E,A
MAC000037,"15:00:00 13,10,07",0,E,A
MAC000037,"15:30:00 13,10,07",0,E,A
MAC000037,"16:00:00 13,10,07",0,E,A
MAC000037,"16:30:00 13,10,07",0,E,A
MAC000037,"17:00:00 13,10,07",0,E,A
MAC000037,"17:30:00 13,10,07",0,E,A
MAC000037,"18:00:00 13,10,07",0,E,A
MAC000037,"18:30:00 13,10,07",0,E,A
MAC000037,"19:00:00 13,10,07",0,E,A
MAC000037,"19:30:00 13,10,07",0,E,A
MAC000037,"20:00:00 13,10,07",0,E,A
MAC000037,"20:30:00 13,10,07",0,E,A
MAC000037,"21:00:00 13,10,07",0,E,A
MAC000037,"21:30:00 13,10,07",0,E,A
MAC000037,"22:00:00 13,10,07",0,E,A
MAC000037,"22:30:00 13,10,07",0,E,A
MAC000037,"23:00:00 13,10,07",0,E,A
MAC000037,"23:30:00 13,10,07",0,E,A
MAC000037,"00:00:00 13,11,07",0,E,A
MAC000037,"00:30:00 13,11,07",0,E,A
MAC000037,"01:00:00 13,11,07",0,E,A
MAC000037,"01:30:00 13,11,07",0,E,A
MAC000037,"02:00:00 13,11,07",0,E,A
MAC000037,"02:30:00 13,11,07",0,E,A
MAC000037,"03:00:00 13,11,07",0,E,A
MAC000037,"03:30:00 13,11,07",0,E,A
MAC000037,"04:00:00 13,11,07",0,E,A
MAC000037,"04:30:00 13,11,07",0,E,A
MAC000037,"05:00:00 13,11,07",0,E,A
MAC000037,"05:30:00 13,11,07",0,E,A
MAC000037,"06:00:00 13,11,07",0,E,A
MAC000037,"06:30:00 13,11,07",0,E,A
MAC000037,"07:00:00 13,11,07",0,E,A
MAC000037,"07:30:00 13,11,07",0,E,A
MAC000037,"08:00:00 13,11,07",0,E,A
MAC000037,"08:30:00 13,11,07",0,E,A
MAC000037,"09:00:00 13,11,07",0,E,A
MAC000037,"09:30:00 13,11,07",0,E,A
MAC000037,"10:00:00 13,11,07",0,E,A
MAC000037,"10:30:00 13,11,07",0,E,A
MAC000037,"11:00:00 13,11,07",0,E,A
MAC000037,"11:30:00 13,11,07",0,E,A
MAC000037,"12:00:00 13,11,07",0,E,A
MAC000037,"12:30:00 13,11,07",0,E,A
MAC000037,"13:00:00 13,11,07",0,E,A
MAC000037,"13:30:00 13,11,07",0,E,A
MAC000037,"14:00:00 13,11,07",0,E,A
MAC000037,"14:30:00 13,11,07",0,E,A
MAC000037,"15:00:00 13,11,07",0,E,A
MAC000037,"15:30:00 13,11,07",0,E,A
MAC000037,"16:00:00 13,11,07",0,E,A
MAC000037,"16:30:00 13,11,07",0,E,A
MAC000037,"17:00:00 13,11,07",0,E,A
MAC000037,"17:30:00 13,11,07",0,E,A
MAC000037,"18:00:00 13,11,07",0,E,A
MAC000037,"18:30:00 13,11,07",0,E,A
MAC000037,"19:00:00 13,11,07",0,E,A
MAC000037,"19:30:00 13,11,07",0,E,A
MAC000037,"20:00:00 13,11,07",0,E,A
MAC000037,"20:30:00 13,11,07",0,E,A
MAC000037,"21:00:00 13,11,07",0,E,A
MAC000037,"21:30:00 13,11,07",0,E,A
MAC000037,"22:00:00 13,11,07",0,E,A
MAC000037,"22:30:00 13,11,07",0,E,A
MAC000037,"23:00:00 13,11,07",0,E,A
MAC000037,"23:30:00 13,11,07",0,E,A
MAC000037,"00:00:00 13,12,07",0,E,A
MAC000037,"00:30:00 13,12,07",0,E,A
MAC000037,"01:00:00 13,12,07",0,E,A
MAC000037,"01:30:00 13,12,07",0,E,A
MAC000037,"02:00:00 13,12,07",0,E,A
MAC000037,"02:30:00 13,12,07",0,E,A
MAC000037,"03:00:00 13,12,07",0,E,A
MAC000037,"03:30:00 13,12,07",0,E,A
MAC000037,"04:00:00 13,12,07",0,E,A
MAC000037,"04:30:00 13,12,07",0,E,A
MAC000037,"05:00:00 13,12,07",0,E,A
MAC000037,"05:30:00 13,12,07",0,E,A
MAC000037,"06:00:00 13,12,07",0,E,A
MAC000037,"06:30:00 13,12,07",0,E,A
MAC000037,"07:00:00 13,12,07",0,E,A
MAC000037,"07:30:00 13,12,07",0,E,A
MAC000037,"08:00:00 13,12,07",0,E,A
MAC000037,"08:30:00 13,12,07",0,E,A
MAC000037,"09:00:00 13,12,07",0,E,A
MAC000037,"09:30:00 13,12,07",0,E,A
MAC000037,"10:00:00 13,12,07",0,E,A
MAC000037,"10:30:00 13,12,07",0,E,A
MAC000037,"11:00:00 13,12,07",0,E,A
MAC000037,"11:30:00 13,12,07",0,E,A
MAC000037,"12:00:00 13,12,07",0,E,A
